x,y,y_hat,residual
-2.044362785588,-2.30794466417891,-1.86332504456559,-0.444619619613317
-1.80106834701044,0.326107435364677,-1.51736555864015,1.84347299400483
-1.81782185404424,-2.07616041125619,-1.54118868717012,-0.534971724086063
-1.91321500465862,-1.86036897904544,-1.67683570623193,-0.183533272813514
-1.72045505341256,-1.8424441441068,-1.4027351800136,-0.439708964093198
-1.62310285150982,-1.54169450117118,-1.26430243193726,-0.27739206923392
-1.06616043548667,-0.889235185171223,-0.472342233159345,-0.416892952011878
-1.38502094224562,-0.208068927100158,-0.925755051163763,0.717686124063605
-1.2473060566169,-1.98095603445356,-0.729927430462908,-1.25102860399065
-0.896864073185922,-1.30798814351341,-0.231606428374621,-1.07638171513879
-1.05637184364701,0.252371301720421,-0.458423065008259,0.71079436672868
-0.93796033309202,-0.268873484777648,-0.290044430631051,0.0211709458534025
-0.843015960031492,1.75504411246518,-0.155035563648409,1.91007967611359
-0.725916635781086,-1.92739725441278,0.0114771698803229,-1.9388744242931
-0.699195347801801,1.34816494647864,0.0494742696357795,1.29869067684286
-0.192191008075839,2.06989708424919,0.770423592436053,1.29947349181313
-0.286024883456145,0.790927954307785,0.636993829393548,0.153934124914237
-0.316494499917138,-0.150395383573316,0.593666686739482,-0.744062070312798
-0.0471439252071049,2.1509618259161,0.976677440726366,1.17428438518974
-0.0291131908730897,1.32970349475334,1.00231675914862,0.327386735604714
0.115617823507167,2.61153665786423,1.20812116481119,1.40341549305304
0.0458196639354704,-0.276032406426379,1.10886967536019,-1.38490208178657
0.373399345422006,0.346487579794938,1.57468097326446,-1.22819339346952
0.280772514822231,1.74419338814919,1.44296760207293,0.301225786076257
0.719419643020184,2.94698762666578,2.0667144327086,0.880273193957185
0.489426920589339,1.1980210253736,1.73966970252911,-0.541648677155508
0.593358099665324,2.36798984025762,1.88745761537649,0.480532224881132
0.486024743848108,0.824205530713008,1.7348318799989,-0.910626349285895
0.743811521001173,1.88273240878196,2.10139916128849,-0.21866675250653
0.988286822913852,1.17330660210565,2.44903780960973,-1.27573120750408
1.32774720432871,3.51874710131701,2.93174320860266,0.587003892714352
1.06274195352703,1.91265747639618,2.55491141223726,-0.642253935841081
1.29915879397313,2.46814440409575,2.89109110077863,-0.422946696682878
1.44445336546201,2.78023850165215,3.09769687259132,-0.317458370939169
1.6127790870696,3.52774558074323,3.33705244707901,0.190693133664224
1.63588471802777,3.78521551884355,3.36990815991407,0.415307358929479
1.40004678959807,1.89706136715957,3.03455167187313,-1.13749030471356
1.69594950885669,3.95831141857106,3.45531900727614,0.502992411294919
1.88628206064666,5.70363645661109,3.72596782340658,1.97766863320451
2.06431857878832,3.17042947935353,3.97913194278538,-0.808702463431847
