z,x,y,u
1.01366212924214,0.426274248387396,0.80177090103851,0.375496652651114
0.574038145943658,1.62099676056315,1.30990170712791,-0.311095053435244
-1.80904068031754,-0.575955939860568,0.976418637889435,1.55237457775
-1.75497638491748,-0.653482959909674,-1.19655698716417,-0.543074027254494
-0.75260136334066,-0.316207661582422,0.139179092585276,0.455386754167698
-0.358965243951688,-0.916366480590307,-2.08526687977279,-1.16890039918248
0.314055971368939,0.0430158552767918,-0.920153945850664,-0.963169801127456
0.920250918372897,0.35914981505058,1.86806080455641,1.50891098950583
-1.16025460762118,0.634211051398006,1.17702157094394,0.542810519545933
1.00716103585714,0.31621944096255,0.349624409632861,0.0334049686703106
-1.57460748535965,-1.54080196830601,-2.55551727547512,-1.01471530716911
-0.544622185849677,-0.903829042530879,-2.54782354740107,-1.64399450487019
1.18575351219005,1.13292106500286,2.12635162596517,0.993430560962306
0.677697887766928,-0.531802137519061,-0.700743728819544,-0.168941591300483
-1.62877171367068,-1.94847612553415,-1.08168045427159,0.86679567126256
-0.436051822831916,-0.843248545447687,-0.303409894801391,0.539838650646296
-0.657802449211055,-0.17429486962663,0.963278759077365,1.13757362870399
-0.0896818506173775,1.27456089100187,3.05027116329396,1.77571027229209
-0.505181726382333,1.42285567208431,3.22768554257117,1.80482987048686
-0.102837543175886,-0.348111548432186,-1.4359218895551,-1.08781034112292
0.149281402713072,1.21324703928238,2.02695426892738,0.813707229644997
2.12288190113865,0.21518842300813,-0.0668578432820062,-0.282046266290137
-0.269142219936273,-0.854088379813667,-0.690634157998941,0.163454221814727
-2.15374922739714,-1.12721926947799,-0.737619757256631,0.389599512221358
-0.492586587935557,-1.52178821497694,-2.45649155156802,-0.934703336591085
-1.16509223334161,-0.27024667347345,0.593605664920572,0.863852338394023
0.709767639414521,0.686779242747097,1.25683524334998,0.570056000602884
0.768210990431455,0.320598321588024,0.39241481891099,0.0718164973229657
-1.71312209228183,-0.338509880552356,0.016483535621683,0.354993416174039
-1.49596503048406,-1.26898075814925,-1.22222467121995,0.0467560869292933
1.04604036078174,0.566776996838704,0.363508873484916,-0.203268123353788
0.526390710807988,-0.304492456436286,-1.04445922504474,-0.73996676860845
-0.82211066810868,-2.77202245565843,-5.39341904219776,-2.62139658653933
0.537349015405011,1.32633791165065,1.7527116204187,0.426373708768048
0.777579784007198,0.136913290189865,-0.674589929616721,-0.811503219806586
-0.267525489318011,1.17128138824657,2.71278492619116,1.54150353794459
-0.779848494260376,0.114739306615437,-0.764904892087363,-0.8796441987028
0.959191557476203,1.37667638386812,1.78738230228416,0.410705918416037
-2.49511925562651,-1.71697703759216,-1.62139706521555,0.0955799723766104
1.46239344969665,-0.381366664635939,-0.815224052240118,-0.433857387604178
-0.671123395267106,-1.08584717748382,-1.69386879703757,-0.608021619553744
1.17688096476712,1.92025384844847,3.13799780389372,1.21774395544525
0.21427644249289,0.3649272409677,-0.218622419230585,-0.583549660198284
-0.419649611624619,-2.09847965654863,-3.43073946396557,-1.33225980741695
-0.214442109083012,0.963328342135567,1.52427901962878,0.560950677493211
0.54975354173521,1.25903583398412,1.55160372292939,0.292567888945267
1.1003058020567,2.13692057738668,2.66176078372098,0.524840206334301
0.164148226652279,0.472418994473283,-0.350555420319064,-0.822974414792347
0.315139917131595,-0.702571505576824,-1.75218675483987,-1.04961524926305
-0.75165392498633,-1.18068827022802,-1.16663424290196,0.0140540273260635
0.810272659536167,2.47281737346987,3.33008092177333,0.857263548303457
0.319932621096557,1.25597788775257,1.33023209051781,0.0742542027652332
-0.947592696083228,-3.30767271922447,-5.51895898930086,-2.21128627007639
0.545241670135032,0.578200423554086,0.3816440108068,-0.196556412747285
-1.2203282274967,-0.928139623056319,-1.07383921476395,-0.145699591707628
0.11569812025423,0.746481364179541,1.86675058764095,1.12026922346141
0.064582254144203,-0.0307175809531612,-0.562452606099446,-0.531735025146285
-0.564590096534224,-0.599635776141308,-0.438856047453781,0.160779728687527
0.793290937268545,1.77229458491201,2.96956165513371,1.19726707022169
-1.20848099230506,-1.4609918366282,-2.07354428853405,-0.612552451905851
-0.925732860323699,1.11752939247121,2.14315737444921,1.025627981978
-1.25202460110251,-1.04661961515068,-0.515899224257192,0.530720390893493
-1.15131248942413,-0.510856067438476,0.713670820385078,1.22452688782355
-1.47491584512418,-0.96722943851557,0.308452513873962,1.27568195238953
0.216536582257588,-1.10919956837786,-2.15283286433496,-1.0436332959571
-1.22745696533139,0.23517800269656,1.53520234064777,1.30002433795121
-1.92557345186768,-1.85620743993265,-1.48364326919832,0.372564170734331
-0.00363738367930608,-0.126958047732312,-0.700766148415537,-0.573808100683224
-2.44009632407108,-2.07710243232626,-2.82757610232928,-0.750473670003013
-0.569542919574174,-1.56007630627984,-1.60204464310955,-0.041968336829705
-0.159724528543754,-0.971085888897704,-2.02416408428705,-1.05307819538934
0.12054944109548,-0.55055557485992,-1.57881609296217,-1.02826051810225
1.04977085128829,0.0227046342155486,0.112882149751653,0.0901775155361039
1.13787056106366,1.53092188719095,1.86502943341431,0.334107546223365
-0.36950453398728,-0.825745226498992,-0.877478933574898,-0.0517337070759067
-0.7410355492075,-0.0185575524826096,0.330299328307788,0.348856880790398
-1.47882709010166,-0.607203118550876,-0.259248027949778,0.347955090601098
0.324909340312021,0.583691774450572,0.844848650331796,0.261156875881224
-1.38143128365756,-1.5558151781574,-0.755589963305553,0.800225214851848
1.40335320902447,0.816335833995169,0.364768138931456,-0.451567695063713
-0.170047070049014,0.0761925006239069,-0.642593850219851,-0.718786350843758
0.661779553560583,-0.933296505131912,-1.54237773611393,-0.609081230982021
0.233352454990259,-1.31203458277847,-1.57882821484792,-0.266793632069452
-0.434202802867058,-0.430305061678523,0.67530191900369,1.10560698068221
0.527489964378631,-0.143977202560793,-0.89790114684719,-0.753923944286397
2.32397031089533,0.823721378198963,0.562226154794259,-0.261495223404704
-1.21933124582561,-0.539755291311277,0.44457493936589,0.984330230677167
-0.282408663702396,1.32005723665247,0.959262648741948,-0.360794587910522
0.489878378836099,0.858930749805067,1.18661944413797,0.327688694332901
0.699378985194413,1.9727083954268,4.58139814290306,2.60868974747626
0.610367373783585,2.31193081188156,3.11809362915183,0.806162817270269
-0.0712076514176321,-0.0728359740250559,-0.12558023711359,-0.0527442630885336
-0.81759804914166,-0.862139843610366,-1.27238120296248,-0.410241359352118
1.21342900308628,0.350281132494001,-0.392996890377179,-0.74327802287118
1.09939649992875,-0.618167862518653,-1.44303388295421,-0.82486602043556
-0.121309722476549,-1.04445345501729,-0.935502170520319,0.10895128449697
-0.00532334040472138,2.06226522434164,4.05184883137118,1.98958360702954
-2.42950847028025,-1.21675818996333,-0.798778295738247,0.417979894225081
0.560356941641603,0.057758233176413,-0.0209104748949439,-0.078668708071357
1.22325663514434,1.56993843833535,0.484480439032487,-1.08545799930286
1.22171356913619,2.21369676029186,3.21388618362415,1.00018942333229
-0.0640718926516381,-0.529872784109631,-0.388269511378039,0.141603272731593
-0.689111988720413,-0.473103438083582,-1.4288679255263,-0.955764487442713
-1.49569100180032,-2.98096074354015,-3.56264354711983,-0.581682803579674
0.775276306341461,1.01314956575891,1.16838069174379,0.155231125984888
-1.3096229725371,-1.07711512939758,-0.41457430693835,0.66254082245923
0.912672672914855,-0.929236933455969,-1.64756052514073,-0.718323591684762
0.759009429229157,0.204573731198024,0.494090213633297,0.289516482435274
-1.00877661829816,-2.91307554346664,-5.02672827322346,-2.11365272975681
1.22691350471774,0.244113562927243,-0.700508048009484,-0.944621610936726
-0.281073916935803,-1.14522670419952,-2.68999539754991,-1.54476869335039
-0.171384419766988,0.262668981572665,0.789280050877276,0.526611069304612
0.807931183165015,0.399749181032272,0.169769875731935,-0.229979305300338
1.0889719412374,-1.11081587786074,-1.7846921573931,-0.673876279532359
0.884047342431188,0.532544144465244,1.33404397476318,0.801499830297935
-0.522629244307717,-1.68061431196595,-2.17926732641618,-0.49865301445023
1.10140204446384,1.62608183471855,1.58052102106355,-0.0455608136550005
-0.211050473188916,0.931370814141157,2.62524981413246,1.69387899999131
-0.55963706094182,-1.83610272519283,-2.55145834753252,-0.71535562233969
0.327344246755763,1.41757938322945,1.48626571102869,0.0686863277992383
-1.69750124104518,-1.10552796281192,-0.908040790254397,0.197487172557521
0.52297086986269,0.437449890635019,0.29878137274958,-0.13866851788544
0.55871719720757,1.1739885834615,0.19228893781881,-0.981699645642685
0.427389171457025,-0.111615520308023,-0.378178793510837,-0.266563273202815
0.55844825202688,1.75357513868733,2.30101688863302,0.547441749945686
0.352254420533599,-0.716751425501408,-1.35845251997109,-0.641701094469685
-0.90955738796934,1.09297902235656,1.11868870231806,0.0257096799614951
0.547089957883074,0.608164671491898,-0.27304226194013,-0.881206933432028
-0.113938735924988,0.386812646469975,1.02896841968833,0.642155773218356
1.647004471328,1.30598321826148,0.0773055390468564,-1.22867767921463
0.285383364758067,0.858944117194897,1.27472396287587,0.415779845680973
1.12730706486092,0.390899186843562,-0.519100265635217,-0.909999452478779
-1.8387702219523,-1.73176578557975,-3.11339504404931,-1.38162925846956
0.201782662569248,-0.192643510947149,-0.15531657242408,0.037326938523069
-3.26652774466057,-2.02043773074055,-1.30793519537866,0.712502535361891
2.22066983781794,2.9989108973864,4.49726271625177,1.49835181886537
1.73782756159051,-0.45378409998214,-1.26371975784748,-0.809935657865338
